intensities	type	dataset	set
454	oob_grn	3C_dis	Discovery samples
179	oob_grn	3C_dis	Discovery samples
215	oob_grn	3C_dis	Discovery samples
298	oob_grn	3C_dis	Discovery samples
327	oob_grn	3C_dis	Discovery samples
290	oob_grn	3C_dis	Discovery samples
329	oob_grn	3C_dis	Discovery samples
378	oob_grn	3C_dis	Discovery samples
447	oob_grn	3C_dis	Discovery samples
289	oob_grn	3C_dis	Discovery samples
363	oob_grn	3C_dis	Discovery samples
317	oob_grn	3C_dis	Discovery samples
330	oob_grn	3C_dis	Discovery samples
134	oob_grn	3C_dis	Discovery samples
289	oob_grn	3C_dis	Discovery samples
302	oob_grn	3C_dis	Discovery samples
296	oob_grn	3C_dis	Discovery samples
276	oob_grn	3C_dis	Discovery samples
280	oob_grn	3C_dis	Discovery samples
303	oob_grn	3C_dis	Discovery samples
306	oob_grn	3C_dis	Discovery samples
278	oob_grn	3C_dis	Discovery samples
274	oob_grn	3C_dis	Discovery samples
293	oob_grn	3C_dis	Discovery samples
394	oob_grn	3C_dis	Discovery samples
231	oob_grn	3C_dis	Discovery samples
262	oob_grn	3C_dis	Discovery samples
231	oob_grn	3C_dis	Discovery samples
303	oob_grn	3C_dis	Discovery samples
284	oob_grn	3C_dis	Discovery samples
282	oob_grn	3C_dis	Discovery samples
375	oob_grn	3C_dis	Discovery samples
338	oob_grn	3C_dis	Discovery samples
231	oob_grn	3C_dis	Discovery samples
247	oob_grn	3C_dis	Discovery samples
320	oob_grn	3C_dis	Discovery samples
324	oob_grn	3C_dis	Discovery samples
228	oob_grn	3C_dis	Discovery samples
234	oob_grn	3C_dis	Discovery samples
284	oob_grn	3C_dis	Discovery samples
383	oob_grn	3C_dis	Discovery samples
242	oob_grn	3C_dis	Discovery samples
221	oob_grn	3C_dis	Discovery samples
271	oob_grn	3C_dis	Discovery samples
410	oob_grn	3C_dis	Discovery samples
206	oob_grn	3C_dis	Discovery samples
301	oob_grn	3C_dis	Discovery samples
372	oob_grn	3C_dis	Discovery samples
345	oob_grn	3C_dis	Discovery samples
259	oob_grn	3C_dis	Discovery samples
296	oob_grn	3C_dis	Discovery samples
292	oob_grn	3C_dis	Discovery samples
357	oob_grn	3C_dis	Discovery samples
215	oob_grn	3C_dis	Discovery samples
295	oob_grn	3C_dis	Discovery samples
348	oob_grn	3C_dis	Discovery samples
330	oob_grn	3C_dis	Discovery samples
287	oob_grn	3C_dis	Discovery samples
350	oob_grn	3C_dis	Discovery samples
388	oob_grn	3C_dis	Discovery samples
393	oob_grn	3C_dis	Discovery samples
213	oob_grn	3C_dis	Discovery samples
238	oob_grn	3C_dis	Discovery samples
286	oob_grn	3C_dis	Discovery samples
345	oob_grn	3C_dis	Discovery samples
238	oob_grn	3C_dis	Discovery samples
287	oob_grn	3C_dis	Discovery samples
284	oob_grn	3C_dis	Discovery samples
516	oob_grn	3C_dis	Discovery samples
255	oob_grn	3C_dis	Discovery samples
307	oob_grn	3C_dis	Discovery samples
329	oob_grn	3C_dis	Discovery samples
318	oob_grn	3C_dis	Discovery samples
320	oob_grn	3C_dis	Discovery samples
299	oob_grn	3C_dis	Discovery samples
299	oob_grn	3C_dis	Discovery samples
402	oob_grn	3C_dis	Discovery samples
289	oob_grn	3C_dis	Discovery samples
289	oob_grn	3C_dis	Discovery samples
334	oob_grn	3C_dis	Discovery samples
406	oob_grn	3C_dis	Discovery samples
174	oob_grn	3C_dis	Discovery samples
270	oob_grn	3C_dis	Discovery samples
336	oob_grn	3C_dis	Discovery samples
377	oob_grn	3C_dis	Discovery samples
358	oob_grn	3C_dis	Discovery samples
389	oob_grn	3C_dis	Discovery samples
448	oob_grn	3C_dis	Discovery samples
468	oob_grn	3C_dis	Discovery samples
280	oob_grn	3C_dis	Discovery samples
313	oob_grn	3C_dis	Discovery samples
333	oob_grn	3C_dis	Discovery samples
340	oob_grn	3C_dis	Discovery samples
229	oob_grn	3C_dis	Discovery samples
258	oob_grn	3C_dis	Discovery samples
401	oob_grn	3C_dis	Discovery samples
363	oob_grn	3C_dis	Discovery samples
244	oob_grn	3C_dis	Discovery samples
245	oob_grn	3C_dis	Discovery samples
328	oob_grn	3C_dis	Discovery samples
339	oob_grn	3C_dis	Discovery samples
358	oob_grn	3C_dis	Discovery samples
405	oob_grn	3C_dis	Discovery samples
446	oob_grn	3C_dis	Discovery samples
542	oob_grn	3C_dis	Discovery samples
271	oob_grn	3C_dis	Discovery samples
301	oob_grn	3C_dis	Discovery samples
327	oob_grn	3C_dis	Discovery samples
405	oob_grn	3C_dis	Discovery samples
249	oob_grn	3C_dis	Discovery samples
291	oob_grn	3C_dis	Discovery samples
297	oob_grn	3C_dis	Discovery samples
374	oob_grn	3C_dis	Discovery samples
246	oob_grn	3C_dis	Discovery samples
316	oob_grn	3C_dis	Discovery samples
305	oob_grn	3C_dis	Discovery samples
346	oob_grn	3C_dis	Discovery samples
256	oob_grn	3C_dis	Discovery samples
274	oob_grn	3C_dis	Discovery samples
309	oob_grn	3C_dis	Discovery samples
274	oob_grn	3C_dis	Discovery samples
214	oob_grn	3C_dis	Discovery samples
268	oob_grn	3C_dis	Discovery samples
287	oob_grn	3C_dis	Discovery samples
330	oob_grn	3C_dis	Discovery samples
196	oob_grn	3C_dis	Discovery samples
239	oob_grn	3C_dis	Discovery samples
303	oob_grn	3C_dis	Discovery samples
307	oob_grn	3C_dis	Discovery samples
226	oob_grn	3C_dis	Discovery samples
272	oob_grn	3C_dis	Discovery samples
290	oob_grn	3C_dis	Discovery samples
283	oob_grn	3C_dis	Discovery samples
257	oob_grn	3C_dis	Discovery samples
259	oob_grn	3C_dis	Discovery samples
276	oob_grn	3C_dis	Discovery samples
247	oob_grn	3C_dis	Discovery samples
176	oob_grn	3C_dis	Discovery samples
215	oob_grn	3C_dis	Discovery samples
169	oob_grn	3C_dis	Discovery samples
182	oob_grn	3C_dis	Discovery samples
258	oob_grn	3C_dis	Discovery samples
273	oob_grn	3C_dis	Discovery samples
276	oob_grn	3C_dis	Discovery samples
242	oob_grn	3C_dis	Discovery samples
158	oob_grn	3C_dis	Discovery samples
197	oob_grn	3C_dis	Discovery samples
200	oob_grn	3C_dis	Discovery samples
196	oob_grn	3C_dis	Discovery samples
205	oob_grn	3C_dis	Discovery samples
259	oob_grn	3C_dis	Discovery samples
259	oob_grn	3C_dis	Discovery samples
210	oob_grn	3C_dis	Discovery samples
182	oob_grn	3C_dis	Discovery samples
220	oob_grn	3C_dis	Discovery samples
263	oob_grn	3C_dis	Discovery samples
266	oob_grn	3C_dis	Discovery samples
166	oob_grn	3C_dis	Discovery samples
199	oob_grn	3C_dis	Discovery samples
192	oob_grn	3C_dis	Discovery samples
213	oob_grn	3C_dis	Discovery samples
225	oob_grn	3C_dis	Discovery samples
231	oob_grn	3C_dis	Discovery samples
227	oob_grn	3C_dis	Discovery samples
220	oob_grn	3C_dis	Discovery samples
190	oob_grn	3C_dis	Discovery samples
215	oob_grn	3C_dis	Discovery samples
233	oob_grn	3C_dis	Discovery samples
260	oob_grn	3C_dis	Discovery samples
231	oob_grn	3C_dis	Discovery samples
296	oob_grn	3C_dis	Discovery samples
290	oob_grn	3C_dis	Discovery samples
246	oob_grn	3C_dis	Discovery samples
228	oob_grn	3C_dis	Discovery samples
259	oob_grn	3C_dis	Discovery samples
317	oob_grn	3C_dis	Discovery samples
266	oob_grn	3C_dis	Discovery samples
256	oob_grn	3C_dis	Discovery samples
197	oob_grn	3C_dis	Discovery samples
206	oob_grn	3C_dis	Discovery samples
237	oob_grn	3C_dis	Discovery samples
226	oob_grn	3C_dis	Discovery samples
238	oob_grn	3C_dis	Discovery samples
252	oob_grn	3C_dis	Discovery samples
241	oob_grn	3C_dis	Discovery samples
265	oob_grn	3C_dis	Discovery samples
238	oob_grn	3C_dis	Discovery samples
239	oob_grn	3C_dis	Discovery samples
195	oob_grn	3C_dis	Discovery samples
203	oob_grn	3C_dis	Discovery samples
210	oob_grn	3C_dis	Discovery samples
200	oob_grn	3C_dis	Discovery samples
151	oob_grn	3C_dis	Discovery samples
218	oob_grn	3C_dis	Discovery samples
245	oob_grn	3C_dis	Discovery samples
245	oob_grn	3C_dis	Discovery samples
257	oob_grn	3C_dis	Discovery samples
278	oob_grn	3C_dis	Discovery samples
247	oob_grn	3C_dis	Discovery samples
205	oob_grn	3C_dis	Discovery samples
233	oob_grn	3C_dis	Discovery samples
236	oob_grn	3C_dis	Discovery samples
240	oob_grn	3C_dis	Discovery samples
128	oob_grn	3C_dis	Discovery samples
235	oob_grn	3C_dis	Discovery samples
229	oob_grn	3C_dis	Discovery samples
244	oob_grn	3C_dis	Discovery samples
242	oob_grn	3C_dis	Discovery samples
195	oob_grn	3C_dis	Discovery samples
256	oob_grn	3C_dis	Discovery samples
265	oob_grn	3C_dis	Discovery samples
241	oob_grn	3C_dis	Discovery samples
209	oob_grn	3C_dis	Discovery samples
213	oob_grn	3C_dis	Discovery samples
271	oob_grn	3C_dis	Discovery samples
281	oob_grn	3C_dis	Discovery samples
238	oob_grn	3C_dis	Discovery samples
229	oob_grn	3C_dis	Discovery samples
223	oob_grn	3C_dis	Discovery samples
273	oob_grn	3C_dis	Discovery samples
259	oob_grn	3C_dis	Discovery samples
221	oob_grn	3C_dis	Discovery samples
261	oob_grn	3C_dis	Discovery samples
392	oob_grn	3C_dis	Discovery samples
420	oob_grn	3C_dis	Discovery samples
410	oob_grn	3C_dis	Discovery samples
330	oob_grn	3C_dis	Discovery samples
371	oob_grn	3C_dis	Discovery samples
281	oob_grn	3C_dis	Discovery samples
321	oob_grn	3C_dis	Discovery samples
309	oob_grn	3C_dis	Discovery samples
417	oob_grn	3C_dis	Discovery samples
398	oob_grn	3C_dis	Discovery samples
325	oob_grn	3C_dis	Discovery samples
417	oob_grn	3C_dis	Discovery samples
408	oob_grn	3C_dis	Discovery samples
198	oob_grn	3C_dis	Discovery samples
341	oob_grn	3C_dis	Discovery samples
274	oob_grn	3C_dis	Discovery samples
320	oob_grn	3C_dis	Discovery samples
319	oob_grn	3C_dis	Discovery samples
313	oob_grn	3C_dis	Discovery samples
343	oob_grn	3C_dis	Discovery samples
452	oob_grn	3C_dis	Discovery samples
434	oob_grn	3C_dis	Discovery samples
441	oob_grn	3C_dis	Discovery samples
414	oob_grn	3C_dis	Discovery samples
364	oob_grn	3C_dis	Discovery samples
376	oob_grn	3C_dis	Discovery samples
395	oob_grn	3C_dis	Discovery samples
396	oob_grn	3C_dis	Discovery samples
397	oob_grn	3C_dis	Discovery samples
365	oob_grn	3C_dis	Discovery samples
319	oob_grn	3C_dis	Discovery samples
343	oob_grn	3C_dis	Discovery samples
367	oob_grn	3C_dis	Discovery samples
347	oob_grn	3C_dis	Discovery samples
319	oob_grn	3C_dis	Discovery samples
298	oob_grn	3C_dis	Discovery samples
304	oob_grn	3C_dis	Discovery samples
305	oob_grn	3C_dis	Discovery samples
330	oob_grn	3C_dis	Discovery samples
305	oob_grn	3C_dis	Discovery samples
315	oob_grn	3C_dis	Discovery samples
342	oob_grn	3C_dis	Discovery samples
369	oob_grn	3C_dis	Discovery samples
391	oob_grn	3C_dis	Discovery samples
378	oob_grn	3C_dis	Discovery samples
370	oob_grn	3C_dis	Discovery samples
376	oob_grn	3C_dis	Discovery samples
398	oob_grn	3C_dis	Discovery samples
316	oob_grn	3C_dis	Discovery samples
230.5	oob_grn	3C_dis	Discovery samples
269	oob_grn	3C_dis	Discovery samples
305	oob_grn	3C_dis	Discovery samples
322	oob_grn	3C_dis	Discovery samples
258	oob_grn	3C_dis	Discovery samples
376	oob_grn	3C_dis	Discovery samples
271	oob_grn	3C_dis	Discovery samples
332	oob_grn	3C_dis	Discovery samples
287	oob_grn	3C_dis	Discovery samples
331	oob_grn	3C_dis	Discovery samples
355	oob_grn	3C_dis	Discovery samples
203	oob_grn	3C_dis	Discovery samples
273	oob_grn	3C_dis	Discovery samples
331	oob_grn	3C_dis	Discovery samples
290	oob_grn	3C_dis	Discovery samples
168	oob_grn	3C_dis	Discovery samples
263	oob_grn	3C_dis	Discovery samples
277	oob_grn	3C_dis	Discovery samples
299	oob_grn	3C_dis	Discovery samples
208	oob_grn	3C_dis	Discovery samples
235	oob_grn	3C_dis	Discovery samples
281	oob_grn	3C_dis	Discovery samples
282	oob_grn	3C_dis	Discovery samples
189	oob_grn	3C_dis	Discovery samples
249	oob_grn	3C_dis	Discovery samples
254	oob_grn	3C_dis	Discovery samples
238	oob_grn	3C_dis	Discovery samples
197	oob_grn	3C_dis	Discovery samples
327	oob_grn	3C_dis	Discovery samples
324	oob_grn	3C_dis	Discovery samples
332	oob_grn	3C_dis	Discovery samples
189	oob_grn	3C_dis	Discovery samples
255	oob_grn	3C_dis	Discovery samples
289	oob_grn	3C_dis	Discovery samples
277	oob_grn	3C_dis	Discovery samples
186	oob_grn	3C_dis	Discovery samples
260	oob_grn	3C_dis	Discovery samples
282	oob_grn	3C_dis	Discovery samples
273	oob_grn	3C_dis	Discovery samples
207	oob_grn	3C_dis	Discovery samples
249	oob_grn	3C_dis	Discovery samples
251	oob_grn	3C_dis	Discovery samples
261	oob_grn	3C_dis	Discovery samples
200	oob_grn	3C_dis	Discovery samples
299	oob_grn	3C_dis	Discovery samples
341	oob_grn	3C_dis	Discovery samples
336	oob_grn	3C_dis	Discovery samples
243	oob_grn	3C_dis	Discovery samples
274	oob_grn	3C_dis	Discovery samples
303	oob_grn	3C_dis	Discovery samples
305	oob_grn	3C_dis	Discovery samples
176	oob_grn	3C_dis	Discovery samples
235	oob_grn	3C_dis	Discovery samples
263	oob_grn	3C_dis	Discovery samples
226	oob_grn	3C_dis	Discovery samples
203	oob_grn	3C_dis	Discovery samples
236	oob_grn	3C_dis	Discovery samples
256	oob_grn	3C_dis	Discovery samples
248	oob_grn	3C_dis	Discovery samples
398	oob_grn	3C_dis	Discovery samples
395	oob_grn	3C_dis	Discovery samples
414	oob_grn	3C_dis	Discovery samples
363	oob_grn	3C_dis	Discovery samples
230	oob_grn	3C_dis	Discovery samples
328	oob_grn	3C_dis	Discovery samples
335	oob_grn	3C_dis	Discovery samples
387	oob_grn	3C_dis	Discovery samples
285	oob_grn	3C_dis	Discovery samples
318	oob_grn	3C_dis	Discovery samples
382	oob_grn	3C_dis	Discovery samples
360	oob_grn	3C_dis	Discovery samples
240	oob_grn	3C_dis	Discovery samples
354	oob_grn	3C_dis	Discovery samples
351	oob_grn	3C_dis	Discovery samples
349	oob_grn	3C_dis	Discovery samples
336	oob_grn	3C_dis	Discovery samples
411	oob_grn	3C_dis	Discovery samples
410	oob_grn	3C_dis	Discovery samples
374	oob_grn	3C_dis	Discovery samples
439	oob_grn	3C_dis	Discovery samples
293	oob_grn	3C_dis	Discovery samples
350	oob_grn	3C_dis	Discovery samples
429	oob_grn	3C_dis	Discovery samples
464	oob_grn	3C_dis	Discovery samples
148	oob_grn	3C_dis	Discovery samples
201	oob_grn	3C_dis	Discovery samples
293	oob_grn	3C_dis	Discovery samples
306	oob_grn	3C_dis	Discovery samples
307	oob_grn	3C_dis	Discovery samples
303	oob_grn	3C_dis	Discovery samples
311	oob_grn	3C_dis	Discovery samples
302	oob_grn	3C_dis	Discovery samples
383	oob_grn	3C_dis	Discovery samples
474	oob_grn	3C_dis	Discovery samples
489	oob_grn	3C_dis	Discovery samples
454.5	oob_grn	3C_dis	Discovery samples
310	oob_grn	3C_dis	Discovery samples
334	oob_grn	3C_dis	Discovery samples
366	oob_grn	3C_dis	Discovery samples
350	oob_grn	3C_dis	Discovery samples
242	oob_grn	3C_dis	Discovery samples
266	oob_grn	3C_dis	Discovery samples
287	oob_grn	3C_dis	Discovery samples
307	oob_grn	3C_dis	Discovery samples
299	oob_grn	3C_dis	Discovery samples
299	oob_grn	3C_dis	Discovery samples
341	oob_grn	3C_dis	Discovery samples
336	oob_grn	3C_dis	Discovery samples
253	oob_grn	3C_dis	Discovery samples
380	oob_grn	3C_dis	Discovery samples
377	oob_grn	3C_dis	Discovery samples
386	oob_grn	3C_dis	Discovery samples
469	oob_grn	3C_dis	Discovery samples
242	oob_grn	3C_dis	Discovery samples
321	oob_grn	3C_dis	Discovery samples
365	oob_grn	3C_dis	Discovery samples
429	oob_grn	3C_dis	Discovery samples
410	oob_grn	3C_dis	Discovery samples
224	oob_grn	3C_dis	Discovery samples
281	oob_grn	3C_dis	Discovery samples
290	oob_grn	3C_dis	Discovery samples
369	oob_grn	3C_dis	Discovery samples
381	oob_grn	3C_dis	Discovery samples
234	oob_grn	3C_dis	Discovery samples
227	oob_grn	3C_dis	Discovery samples
285	oob_grn	3C_dis	Discovery samples
301	oob_grn	3C_dis	Discovery samples
284	oob_grn	3C_dis	Discovery samples
251	oob_grn	3C_dis	Discovery samples
282	oob_grn	3C_dis	Discovery samples
313	oob_grn	3C_dis	Discovery samples
374	oob_grn	3C_dis	Discovery samples
439	oob_grn	3C_dis	Discovery samples
233	oob_grn	3C_dis	Discovery samples
264	oob_grn	3C_dis	Discovery samples
311	oob_grn	3C_dis	Discovery samples
355	oob_grn	3C_dis	Discovery samples
318	oob_grn	3C_dis	Discovery samples
184	oob_grn	3C_dis	Discovery samples
219	oob_grn	3C_dis	Discovery samples
316	oob_grn	3C_dis	Discovery samples
348	oob_grn	3C_dis	Discovery samples
306	oob_grn	3C_dis	Discovery samples
174	oob_grn	3C_dis	Discovery samples
239	oob_grn	3C_dis	Discovery samples
209	oob_grn	3C_dis	Discovery samples
294	oob_grn	3C_dis	Discovery samples
288	oob_grn	3C_dis	Discovery samples
359	oob_grn	3C_dis	Discovery samples
370	oob_grn	3C_dis	Discovery samples
498	oob_grn	3C_dis	Discovery samples
520	oob_grn	3C_dis	Discovery samples
522	oob_grn	3C_dis	Discovery samples
230	oob_grn	3C_dis	Discovery samples
297	oob_grn	3C_dis	Discovery samples
297	oob_grn	3C_dis	Discovery samples
370	oob_grn	3C_dis	Discovery samples
362	oob_grn	3C_dis	Discovery samples
189	oob_grn	3C_dis	Discovery samples
250	oob_grn	3C_dis	Discovery samples
287	oob_grn	3C_dis	Discovery samples
324	oob_grn	3C_dis	Discovery samples
319	oob_grn	3C_dis	Discovery samples
227	oob_grn	3C_dis	Discovery samples
261	oob_grn	3C_dis	Discovery samples
296	oob_grn	3C_dis	Discovery samples
303	oob_grn	3C_dis	Discovery samples
308	oob_grn	3C_dis	Discovery samples
271	oob_grn	3C_dis	Discovery samples
296	oob_grn	3C_dis	Discovery samples
311	oob_grn	3C_dis	Discovery samples
302	oob_grn	3C_dis	Discovery samples
320	oob_grn	3C_dis	Discovery samples
193	oob_grn	3C_dis	Discovery samples
219	oob_grn	3C_dis	Discovery samples
231	oob_grn	3C_dis	Discovery samples
229	oob_grn	3C_dis	Discovery samples
251	oob_grn	3C_dis	Discovery samples
170	oob_grn	3C_dis	Discovery samples
197	oob_grn	3C_dis	Discovery samples
204	oob_grn	3C_dis	Discovery samples
202	oob_grn	3C_dis	Discovery samples
239	oob_grn	3C_dis	Discovery samples
171	oob_grn	3C_dis	Discovery samples
202	oob_grn	3C_dis	Discovery samples
205	oob_grn	3C_dis	Discovery samples
210	oob_grn	3C_dis	Discovery samples
248	oob_grn	3C_dis	Discovery samples
314	oob_grn	3C_dis	Discovery samples
337	oob_grn	3C_dis	Discovery samples
346	oob_grn	3C_dis	Discovery samples
306	oob_grn	3C_dis	Discovery samples
362	oob_grn	3C_dis	Discovery samples
159	oob_grn	3C_dis	Discovery samples
272	oob_grn	3C_dis	Discovery samples
270	oob_grn	3C_dis	Discovery samples
271	oob_grn	3C_dis	Discovery samples
11192	typeI_red	KI_val	Biobanked samples
15137	typeI_red	KI_val	Biobanked samples
16723	typeI_red	KI_val	Biobanked samples
15444	typeI_red	KI_val	Biobanked samples
11084	typeI_red	KI_val	Biobanked samples
11181	typeI_red	KI_val	Biobanked samples
12343	typeI_red	KI_val	Biobanked samples
11875	typeI_red	KI_val	Biobanked samples
13522	typeI_red	KI_val	Biobanked samples
15491	typeI_red	KI_val	Biobanked samples
16297	typeI_red	KI_val	Biobanked samples
16544	typeI_red	KI_val	Biobanked samples
11690	typeI_red	KI_val	Biobanked samples
12955	typeI_red	KI_val	Biobanked samples
12406	typeI_red	KI_val	Biobanked samples
10628	typeI_red	KI_val	Biobanked samples
17061	typeI_red	KI_val	Biobanked samples
14264	typeI_red	KI_val	Biobanked samples
16487	typeI_red	KI_val	Biobanked samples
15822	typeI_red	KI_val	Biobanked samples
13842	typeI_red	KI_val	Biobanked samples
14329	typeI_red	KI_val	Biobanked samples
13615	typeI_red	KI_val	Biobanked samples
11908	typeI_red	KI_val	Biobanked samples
13205	typeI_red	KI_val	Biobanked samples
13686	typeI_red	KI_val	Biobanked samples
12639	typeI_red	KI_val	Biobanked samples
8181	typeI_red	KI_val	Biobanked samples
12451	typeI_red	KI_val	Biobanked samples
13551	typeI_red	KI_val	Biobanked samples
12786	typeI_red	KI_val	Biobanked samples
12511	typeI_red	KI_val	Biobanked samples
13461	typeI_red	KI_val	Biobanked samples
17596	typeI_red	KI_val	Biobanked samples
15237	typeI_red	KI_val	Biobanked samples
16740	typeI_red	KI_val	Biobanked samples
12064	typeI_red	KI_val	Biobanked samples
12645	typeI_red	KI_val	Biobanked samples
13055	typeI_red	KI_val	Biobanked samples
12132	typeI_red	KI_val	Biobanked samples
12569	typeI_red	KI_val	Biobanked samples
12741	typeI_red	KI_val	Biobanked samples
12165	typeI_red	KI_val	Biobanked samples
8737	typeI_red	KI_val	Biobanked samples
8446	typeI_red	KI_val	Biobanked samples
8531	typeI_red	KI_val	Biobanked samples
9682	typeI_red	KI_val	Biobanked samples
10046	typeI_red	KI_val	Biobanked samples
10319	typeI_red	KI_val	Biobanked samples
12106	typeI_red	KI_val	Biobanked samples
11551	typeI_red	KI_val	Biobanked samples
8479	typeI_red	KI_val	Biobanked samples
10075	typeI_red	KI_val	Biobanked samples
12528	typeI_red	KI_val	Biobanked samples
13735	typeI_red	KI_val	Biobanked samples
11864	typeI_red	KI_val	Biobanked samples
13075	typeI_red	KI_val	Biobanked samples
15718	typeI_red	KI_val	Biobanked samples
14649	typeI_red	KI_val	Biobanked samples
13989	typeI_red	KI_val	Biobanked samples
12601	typeI_red	KI_val	Biobanked samples
13482	typeI_red	KI_val	Biobanked samples
13004	typeI_red	KI_val	Biobanked samples
11652	typeI_red	KI_val	Biobanked samples
16100	typeI_red	KI_val	Biobanked samples
15008	typeI_red	KI_val	Biobanked samples
15230	typeI_red	KI_val	Biobanked samples
14370	typeI_red	KI_val	Biobanked samples
6662	typeI_red	KI_val	Biobanked samples
5749	typeI_red	KI_val	Biobanked samples
8670	typeI_red	KI_val	Biobanked samples
11382	typeI_red	KI_val	Biobanked samples
7594	typeI_red	KI_val	Biobanked samples
9057	typeI_red	KI_val	Biobanked samples
11704	typeI_red	KI_val	Biobanked samples
12013	typeI_red	KI_val	Biobanked samples
11118	typeI_red	KI_val	Biobanked samples
11553	typeI_red	KI_val	Biobanked samples
12227	typeI_red	KI_val	Biobanked samples
12225	typeI_red	KI_val	Biobanked samples
8896	typeI_red	KI_val	Biobanked samples
10048	typeI_red	KI_val	Biobanked samples
14337	typeI_red	KI_val	Biobanked samples
13998	typeI_red	KI_val	Biobanked samples
15220	typeI_red	KI_val	Biobanked samples
14285	typeI_red	KI_val	Biobanked samples
15124	typeI_red	KI_val	Biobanked samples
14350	typeI_red	KI_val	Biobanked samples
13506	typeI_red	KI_val	Biobanked samples
14107	typeI_red	KI_val	Biobanked samples
12218	typeI_red	KI_val	Biobanked samples
13343	typeI_red	KI_val	Biobanked samples
11493	typeI_red	KI_val	Biobanked samples
13403	typeI_red	KI_val	Biobanked samples
13269	typeI_red	KI_val	Biobanked samples
14363	typeI_red	KI_val	Biobanked samples
14158	typeI_red	KI_val	Biobanked samples
13206	typeI_red	KI_val	Biobanked samples
16603	typeI_red	KI_val	Biobanked samples
17746	typeI_red	KI_val	Biobanked samples
11194	typeI_red	KI_val	Biobanked samples
13510	typeI_red	KI_val	Biobanked samples
13505	typeI_red	KI_val	Biobanked samples
13009	typeI_red	KI_val	Biobanked samples
10730	typeI_red	KI_val	Biobanked samples
13527	typeI_red	KI_val	Biobanked samples
11850	typeI_red	KI_val	Biobanked samples
11332	typeI_red	KI_val	Biobanked samples
9932	typeI_red	KI_val	Biobanked samples
11988	typeI_red	KI_val	Biobanked samples
12597	typeI_red	KI_val	Biobanked samples
12270	typeI_red	KI_val	Biobanked samples
13394	typeI_red	KI_val	Biobanked samples
14621	typeI_red	KI_val	Biobanked samples
15053	typeI_red	KI_val	Biobanked samples
12238	typeI_red	KI_val	Biobanked samples
8040	typeI_red	KI_val	Biobanked samples
9765	typeI_red	KI_val	Biobanked samples
9229	typeI_red	KI_val	Biobanked samples
9530	typeI_red	KI_val	Biobanked samples
13180	typeI_red	KI_val	Biobanked samples
13963	typeI_red	KI_val	Biobanked samples
12296	typeI_red	KI_val	Biobanked samples
9757	typeI_red	KI_val	Biobanked samples
9784	typeI_red	KI_val	Biobanked samples
11613	typeI_red	KI_val	Biobanked samples
10720	typeI_red	KI_val	Biobanked samples
12459	typeI_red	KI_val	Biobanked samples
11912	typeI_red	KI_val	Biobanked samples
12803	typeI_red	KI_val	Biobanked samples
4084	typeI_red	KI_val	Biobanked samples
11325	typeI_red	KI_val	Biobanked samples
12531	typeI_red	KI_val	Biobanked samples
10735	typeI_red	KI_val	Biobanked samples
12192	typeI_red	KI_val	Biobanked samples
11670	typeI_red	KI_val	Biobanked samples
5849	typeI_red	KI_val	Biobanked samples
9728	typeI_red	KI_val	Biobanked samples
7930	typeI_red	KI_val	Biobanked samples
8119	typeI_red	KI_val	Biobanked samples
8104	typeI_red	KI_val	Biobanked samples
8386	typeI_red	KI_val	Biobanked samples
9426	typeI_red	KI_val	Biobanked samples
7936	typeI_red	KI_val	Biobanked samples
10636	typeI_red	KI_val	Biobanked samples
12137	typeI_red	KI_val	Biobanked samples
13845	typeI_red	KI_val	Biobanked samples
13403	typeI_red	KI_val	Biobanked samples
11571	typeI_red	KI_val	Biobanked samples
12351	typeI_red	KI_val	Biobanked samples
13513	typeI_red	KI_val	Biobanked samples
12882	typeI_red	KI_val	Biobanked samples
10210	typeI_red	KI_val	Biobanked samples
11719	typeI_red	KI_val	Biobanked samples
10569	typeI_red	KI_val	Biobanked samples
10628	typeI_red	KI_val	Biobanked samples
10438	typeI_red	KI_val	Biobanked samples
12550	typeI_red	KI_val	Biobanked samples
12461	typeI_red	KI_val	Biobanked samples
11581	typeI_red	KI_val	Biobanked samples
16163	typeI_red	KI_val	Biobanked samples
16498	typeI_red	KI_val	Biobanked samples
15002	typeI_red	KI_val	Biobanked samples
14168	typeI_red	KI_val	Biobanked samples
11557	typeI_red	KI_val	Biobanked samples
12258	typeI_red	KI_val	Biobanked samples
13246	typeI_red	KI_val	Biobanked samples
10987	typeI_red	KI_val	Biobanked samples
10374	typeI_red	KI_val	Biobanked samples
11497	typeI_red	KI_val	Biobanked samples
11875	typeI_red	KI_val	Biobanked samples
11722	typeI_red	KI_val	Biobanked samples
6840	typeI_red	KI_val	Biobanked samples
9385	typeI_red	KI_val	Biobanked samples
8768	typeI_red	KI_val	Biobanked samples
8851	typeI_red	KI_val	Biobanked samples
6951	typeI_red	KI_val	Biobanked samples
6432	typeI_red	KI_val	Biobanked samples
12281	typeI_red	KI_val	Biobanked samples
12831	typeI_red	KI_val	Biobanked samples
11070	typeI_red	KI_val	Biobanked samples
12707	typeI_red	KI_val	Biobanked samples
12110	typeI_red	KI_val	Biobanked samples
12666	typeI_red	KI_val	Biobanked samples
9424	typeI_red	KI_val	Biobanked samples
10766	typeI_red	KI_val	Biobanked samples
9857	typeI_red	KI_val	Biobanked samples
